protein:	color
MFAP5	390
EFEMP2	390
MFAP3	390
MFAP4	390
MFAP2	390
FBLN1	390
LOXL1	390
FBLN2	390
EFEMP1	390
NQO2	391
KCNQ2	391
KCNQ1	391
KCND3	391
KCNAB2	391
KCNRG	391
KCNH2	391
KCNA1	391
KCNS3	391
HCN3	391
KCNQ3	391
KCNG2	391
KCNA3	391
HCN4	391
KCNAB1	391
KCNA5	391
KCNA2	391
HCN1	391
HCN2	391
KCNE4	391
KCNA4	391
KCNB1	391
NUDT13	391
KCNE2	391
NQO1	391
KCNC2	391
KCND2	391
CD226	392
PVRL1	392
PVRL2	392
TIGIT	392
PVR	392
PVRL3	392
CD96	392
UBE2B	393
UBE2E3	393
UBE2D2	393
KIAA1107	393
UBE2NL	393
UBE2W	393
UBE2R2	393
UBE2D4	393
UBE2S	393
UBE2T	393
UBE2E2	393
UBE2L3	393
UBE2L6	393
UBE2E1	393
CDC34	393
UBE2D1	393
UBE2A	393
UBE2D3	393
RNF152	393
RNF26	393
UBE2N	393
UBE2J1	393
UBE2U	393
UBE2Z	393
UBE2G1	393
TENC1	394
TNS1	394
DCST2	394
ADAM32	394
TPTE	394
DCST1	394
DNAJC6	394
TEKT5	394
GPR110	394
TPTE2	394
PTEN	394
TNS3	394
SH3BGRL3	395
MYPOP	395
TMSB15B	395
CREG2	395
SH3BGRL	395
TMSB10	395
PSAPL1	395
SH3BGR	395
TMSB4Y	395
TMSB4XP4	395
TMSB15A	395
SH3BGRL2	395
HECA	396
TTC1	396
SSSCA1	396
UCHL3	396
TTC9C	396
UBL7	396
AHCYL1	396
TTLL12	396
UNK	396
UFC1	396
ZRANB2	396
UFM1	396
SULT1A1	396
KIAA1598	396
SRXN1	396
WFDC11	397
SIRT3	397
OGFRL1	397
SNAP47	398
STX8	398
SNAP29	398
SNAP25	398
STX18	398
NAPG	398
STX10	398
VTI1B	398
NAPB	398
USE1	398
VTI1A	398
GOSR1	398
SCAMP5	398
CPLX2	398
NAPA	398
BNIP1	398
STX6	398
UGT1A8	399
UGT2B17	399
UGT1A10	399
UGT1A3	399
UGT2B7	399
UGT1A7	399
UGT1A1	399
UGT2B4	399
UGT2B11	399
UGT1A5	399
UGT1A6	399
UGT2A1	399
UGT1A4	399
UGT1A9	399
POMZP3	400
NMI	400
HHLA3	400
SRGAP3	401
ARHGAP6	401
ARAP1	401
ARHGAP32	401
DLC1	401
ARHGAP26	401
ARHGAP11A	401
ARHGAP29	401
SRGAP1	401
ARAP3	401
ARHGAP31	401
OPHN1	401
SRGAP2	401
ARHGAP5	401
ARHGAP1	401
CHN1	401
ARHGAP11B	401
ARHGAP17	401
ARHGAP36	401
ARHGAP35	401
ROCK2	401
RALBP1	401
HMHA1	401
BCR	401
CHN2	401
ARHGAP15	401
TRIP10	401
ARHGAP9	401
ARAP2	401
ARHGAP10	401
DPYSL5	402
CRMP1	402
DPYS	402
DPYSL3	402
DPYSL4	402
DPYSL2	402
STBD1	403
GIMAP6	403
GABARAPL2	403
GABARAP	403
TP53INP2	403
GABARAPL1	403
IRGQ	403
R3HDM4	403
CEP89	404
CCDC41	404
FBF1	404
C6orf25	405
PTPN11	405
PILRB	405
BTLA	405
TREML1	405
VTCN1	405
PTPN6	405
CD33	405
CD300LF	405
SLAMF6	405
KIR2DL3	405
LILRB4	405
KIR3DS1	405
PILRA	405
LAIR1	405
KIR2DL1	405
SIGLEC12	405
SCRT2	406
TECTA	406
OTOGL	406
SNAI3	406
SCRT1	406
SPOCK3	407
CADM2	407
VWA7	407
PAPLN	407
HMCN1	407
SPOCK2	407
HMCN2	407
SPARCL1	407
SPOCK1	407
SLC4A4	408
SLC4A9	408
SLC4A8	408
SLC4A5	408
SLC4A7	408
SLC4A11	408
SLC4A10	408
SLC4A2	408
NFXL1	408
SLC4A3	408
SLC4A1	408
YKT6	409
STX12	409
BET1L	409
SEC22A	409
TSNARE1	409
BET1	409
STX2	409
STXBP5L	409
VAMP2	409
STX1B	409
VAMP5	409
STX7	409
STX17	409
STX11	409
SEC22C	409
STX19	409
VAMP3	409
STX4	409
SCFD1	409
STX1A	409
STX16-NPEPL1	409
VPS45	409
STXBP6	409
STX16	409
VAMP1	409
VAMP4	409
VAMP7	409
STX3	409
STX5	409
GOSR2	409
VAMP8	409
PPM1E	410
ILKAP	410
PPM1D	410
PDP1	410
PPM1L	410
PP2D1	410
PPM1K	410
PDP2	410
PPTC7	410
PPM1N	410
PPM1A	410
PPM1F	410
PPM1B	410
CTLA4	411
PAG1	411
CD3D	411
SH3BP2	411
PRF1	411
CD3E	411
CD247	411
ICOS	411
CD3G	411
CD86	411
CD28	411
LCP2	411
CD8B	411
ICOSLG	411
CD80	411
CD8A	411
LAT	411
FYB	411
SLA2	411
CD4	411
EOMES	411
TRAT1	411
MBD3L3	412
KANSL3	412
MOCS2	412
MECP2	412
ZZZ3	412
MBIP	412
MBD4	412
MBD3L5	412
MBD3L1	412
CCDC135	412
CSRP2BP	412
DR1	412
MBD3L4	412
ATP11B	413
ATP2C1	413
ATP1A3	413
ATP2C2	413
ATP10A	413
ATP8B4	413
ATP8B2	413
ATP4A	413
ATP11A	413
ATP2A1	413
FAM3B	413
ATP1A2	413
ATP1A1	413
ATP13A1	413
ATP2A2	413
ATP11C	413
ATP12A	413
ATP2A3	413
ATP1A4	413
S100B	414
LRRC45	414
S100A1	414
S100Z	414
S100P	414
S100A3	414
S100A2	414
IDI1	415
MVD	415
HAO2	415
HMGCS1	415
RUSC1	415
DHDDS	415
HMGCR	415
PMVK	415
HMGCS2	415
GGPS1	415
HAO1	415
SREBF2	415
PDSS2	415
STARD4	415
MVK	415
PDSS1	415
FDPS	415
IDI2	415
GPR114	416
LRRN4CL	416
SRPK2	416
ATAT1	416
RASSF7	417
SAPCD2	417
SPRR2E	417
RASSF9	417
SMARCE1	418
SMARCC1	418
PHF10	418
DPF1	418
SMARCD1	418
ARID1B	418
BCL7C	418
SMARCB1	418
DPF3	418
ARID1A	418
DPF2	418
SMARCC2	418
C19orf33	419
CASP7	419
BIRC8	419
CASP16	419
CASP9	419
CASP6	419
CARD17	419
BIRC7	419
XIAP	419
CASP12	419
NAIP	419
DIABLO	419
BIRC2	419
CARD16	419
SARM1	419
CARD18	419
BIRC3	419
CASP14	419
SNAPC5	420
NFIC	420
NFIB	420
GTF3C3	420
SNAPC3	420
GTF3C1	420
GTF3C5	420
SNAPC2	420
SNAPC1	420
LZTS1	420
NFIX	420
BDP1	420
NFIA	420
GTF3C2	420
GTF3C4	420
POLR3GL	420
GTF3C6	420
GPR128	421
LDLRAD1	421
TMEM218	421
PTTG1IP	421
GIMAP5	421
ALDH3A2	422
ALDH3B2	422
ALDH9A1	422
SMOX	422
ALDH1B1	422
ALDH1A3	422
AOC2	422
ALDH3A1	422
ACYP2	422
AOC3	422
ALDH7A1	422
ACYP1	422
KIAA0930	423
TCEAL1	423
USP11	423
TCEAL2	423
TCEAL4	423
CTR9	424
KLC3	424
RIC3	424
KLC2	424
KLC1	424
GCSAM	424
PLEKHM2	424
TTC19	424
TTC13	424
APPBP2	424
NPHP3	424
KLC4	424
SGTB	424
FAM19A4	424
NAP1L5	425
NAP1L3	425
NAP1L4	425
NAP1L2	425
NAP1L6	425
NAP1L1	425
TSPAN7	426
ITFG2	426
PKIG	426
TMEM47	426
KPTN	426
PRICKLE2	427
LMO7	427
ZNF185	427
FHL5	427
PRICKLE4	427
PRICKLE3	427
PLSCR5	428
TTLL11	428
PLSCR3	428
PLSCR4	428
PLSCR2	428
TTLL13	428
TTLL7	428
TTLL6	428
DAO	429
DAOA	429
DDAH2	429
GNMT	429
PIPOX	429
L3HYPDH	429
CD101	430
IGSF3	430
VSIG2	430
GPANK1	431
FAM48A	431
ATXN7L2	431
ATXN7L1	431
SUPT3H	431
USP22	431
CCDC101	431
ATXN7L3	431
TADA3	431
TAF6L	431
TAF5L	431
ENY2	431
USP51	431
TAF9B	431
ATXN7	431
SAP130	431
USP49	431
USP30	431
TADA1	431
USP44	431
ATXN7L3B	431
SUPT7L	431
IL1A	432
PELI2	432
IL1R2	432
IL1B	432
PELI3	432
IL1RAP	432
PELI1	432
IL1F10	432
IL1RN	432
IL1R1	432
NFE2L3	433
NFE2L1	433
MAFG	433
NFE2L2	433
NFE2	433
NFIL3	433
MAFK	433
MAFF	433
BACH2	433
BACH1	433
TNFAIP6	434
KRT6A	434
DKK2	434
KRT6C	434
KRT5	434
RBM12B	434
KRT82	434
MEGF6	434
KRT75	434
MEGF10	434
RBM12	434
KRT1	434
KRT6B	434
KRT84	434
SCARF1	434
MEGF11	434
KRT7	434
PEAR1	434
SCARF2	434
LMF1	434
RELL2	435
RELT	435
RELL1	435
NBPF3	436
TSEN34	436
TSEN2	436
TSEN15	436
TSEN54	436
CST9L	437
TMEM106C	437
KIAA0040	437
KRTAP10-9	437
AVPI1	437
KRTAP10-3	437
C1orf65	437
WFDC10B	437
KRTAP10-7	437
CD300LG	437
SPATA3	437
CD300A	437
CDK2AP2	438
C14orf93	438
DGCR6	438
KIAA1377	438
TMEM126B	438
C3orf62	438
RDM1	438
MRFAP1L1	438
CSPP1	438
MRFAP1	438
FSHB	439
RS1	439
PLEKHB1	439
RBP3	439
PAQR5	439
RRH	439
GPR39	439
MZT1	440
MZT2A	440
MZT2B	440
ATP5J	441
ATP5F1	441
ATP5H	441
ATP5J2-PTCD1	441
ATP5I	441
ATP5L2	441
C14orf2	441
ATP5J2	441
ATP5S	441
ATP5L	441
USMG5	441
ATPIF1	441
PTCD1	441
MT-ATP8	441
ATP5E	441
ATP5EP2	441
SNX22	442
FAM83B	442
CSNK1E	442
ZNF618	442
SNX24	442
FAM110C	442
SNX25	442
SPATA20	442
DBNDD2	442
STOX2	442
CSNK1A1	442
NFYC	443
ARID2	443
SMARCA4	443
BRD1	443
UBE2K	443
TAF1L	443
TBPL1	443
KAT6A	443
ARID4A	443
JUND	443
TADA2B	443
CECR2	443
KAT2A	443
KIAA2018	443
KAT7	443
NFYB	443
TADA2A	443
BRPF3	443
CHRAC1	443
KAT8	443
IPO8	443
KAT6B	443
KAT2B	443
UBLCP1	443
JUNB	443
ARID4B	443
ORC2	443
GTF2B	443
KAT5	443
SETD8	443
IPO7	443
SIN3A	443
TBPL2	443
TAF1	443
KDM6B	443
NFYA	443
PIGZ	443
ASH1L	443
BRF2	443
RAD54B	443
BRF1	443
SMARCA2	443
TAF3	443
SIN3B	443
RAD54L	443
SLC36A3	444
SLC36A2	444
SLC38A9	444
SLC36A1	444
SLC38A10	444
SLC38A1	444
SLC36A4	444
SLC38A8	444
SLC38A2	444
SLC38A4	444
SLC38A11	444
SLC38A6	444
SLC38A5	444
PAIP1	445
PAN3	445
C2orf29	445
TOB1	445
CNOT2	445
CNOT7	445
RQCD1	445
CNOT8	445
TNKS1BP1	445
RNF219	445
CPEB3	445
CNOT1	445
CNOT10	445
TOB2	445
ATP2B3	446
PQLC2	446
C3orf55	446
ATP2B4	446
ATP2B1	446
ATP2B2	446
ENTPD8	447
ITPA	447
POLR3E	447
NTPCR	447
POLR3D	447
ENTPD2	447
POLR3G	447
POLR3F	447
POLR3K	447
ENTPD3	447
GCH1	447
CNRIP1	447
NUDT2	447
ENTPD1	447
POLR3H	447
CRIP1	447
MOCS1	447
ITGAL	448
ESM1	448
CLEC4M	448
ICAM4	448
ICAM2	448
ITGB2	448
CD209	448
ICAM3	448
CEACAM5	448
ICAM5	448
ITGAM	448
IFT88	449
IFT20	449
IFT140	449
WDR19	449
IFT43	449
IFT81	449
HSPB11	449
TTC21B	449
IFT74	449
WDR35	449
IFT52	449
C20orf144	450
CCDC81	450
WDTC1	450
EXOSC8	451
PARN	451
DIS3L	451
EXOSC1	451
DIS3L2	451
AICDA	451
GTPBP1	451
EXOSC4	451
EXOSC2	451
EXOSC3	451
C1D	451
DCP2	451
TTC37	451
DIS3	451
HBS1L	451
SUPV3L1	451
ZFP36	451
KHSRP	451
MBD6	451
EXOSC5	451
RAI1	451
MPHOSPH6	451
EXOSC10	451
EXOSC6	451
EXOSC9	451
DCPS	451
ZFP36L1	451
ZC3HAV1	451
EXOSC7	451
TTC21A	452
FBXO41	452
SKP1	452
FBXL22	452
FBXL13	452
FBXL8	452
FBXW12	452
FBXO16	452
FBXO46	452
P2RX1	453
P2RX3	453
P2RX2	453
C1QB	454
C1S	454
C1QA	454
CRP	454
PTX3	454
C1QC	454
C1R	454
PNMA6A	455
SHISA3	455
PNMA1	455
LENG1	455
BTG4	456
NPM2	456
ZAR1	456
ZAR1L	456
GDF15	457
GDF3	457
GDF1	457
GDF10	457
LEFTY1	457
GDF5	457
BMP8A	457
GDF2	457
AMH	457
GDF7	457
GDF9	457
NODAL	457
BMP10	457
BMP3	457
BMP15	457
BMP8B	457
BMP5	457
GDF11	457
GDF6	457
TMEM167A	458
FAM18A	458
FAM18B1	458
TMEM167B	458
FAM18B2-CDRT4	458
FAM18B2	458
MLL2	459
SETD2	459
NSD1	459
MLL5	459
SUV39H1	459
SETBP1	459
WHSC1L1	459
SMYD3	459
PHF11	459
SETDB1	459
SETD1B	459
PHF7	459
SMYD1	459
SMYD4	459
SETDB2	459
WHSC1	459
SETD1A	459
MLL	459
SUV39H2	459
SMYD5	459
SETD7	459
EZH1	459
SETMAR	459
MLL3	459
SMYD2	459
EFNB2	460
EFNB3	460
UNC13A	460
EFNA1	460
PLXND1	460
ZFHX4	460
CLSTN1	460
EFNA3	460
PDZRN4	460
ATP13A5	460
PURG	460
ZFHX2	460
PDZRN3	460
EFNA4	460
ATP13A3	460
MEX3A	460
ZFHX3	460
ATP13A4	460
PLXNB3	460
CLSTN2	460
EFNB1	460
PLXNA3	460
ATP13A2	460
UNC13C	460
EFNA5	460
CLSTN3	460
EFNA2	460
DAPK2	461
DAPK3	461
CAMK1G	461
CAMK4	461
CAMK1	461
CAMK1D	461
STK33	461
PSKH1	461
MYLK4	461
STK17A	461
PSKH2	461
PNCK	461
STK17B	461
CNTNAP3	462
CNTNAP1	462
CNTNAP2	462
FAM151A	462
CNTN5	462
CNTN6	462
CNTN2	462
FAM151B	462
CNTNAP5	462
CNTNAP3B	462
L1CAM	462
CNTN3	462
CNTNAP4	462
NFASC	462
CHL1	462
CNTN4	462
NRCAM	462
CNTN1	462
NEK2	463
CLASP1	463
CCDC92	463
DYNC1H1	463
DYNC1I2	463
TUBG1	463
TUBA4A	463
AJUBA	463
TUBG2	463
C22orf15	463
AKAP9	463
PLK4	463
C12orf52	463
RAB8A	463
CEP85	463
DCTN2	463
CCDC82	463
CILP	463
CEP350	463
FAM54B	463
LRRC31	463
TUBB4B	463
CKAP5	463
SPDYE2	463
KANSL1L	463
TUBGCP3	463
CSNK1D	463
TMEM35	463
MAPRE1	463
NLRP9	463
TUBB4A	463
OPTN	463
LAG3	463
TUBA1A	463
PAFAH1B1	463
TUBGCP2	463
LRRC71	463
PCNXL4	463
KCNJ5	464
KCNJ9	464
CGB	464
RGS11	464
RGS9	464
NAGA	464
KCNJ3	464
O3FAR1	464
ADRB2	464
KCNJ6	464
GRK6	464
KLHL30	465
CCIN	465
KBTBD12	465
KBTBD4	465
KLHL34	465
KLHL10	465
KLHL5	465
KLHL31	465
KLHL35	465
KBTBD8	465
KLHL4	465
KLHL23	465
KLHL6	465
KBTBD2	465
KLHL26	465
KLHL14	465
KLHL36	465
SECISBP2	466
FAM126B	466
HYLS1	466
IQCE	466
C12orf50	466
RUSC2	466
DDHD2	466
YIPF3	466
SCEL	466
GOLGA2	466
CCDC150	466
EIF2C2	467
C6orf48	467
OTOP2	467
TNFRSF13C	468
TNFRSF13B	468
TNFSF13	468
TNFSF12	468
TNFRSF19	468
TNFSF13B	468
TNFRSF11A	468
C17orf82	468
TRAF5	468
TRAF2	468
EDARADD	468
TRAF3	468
TNFRSF12A	468
TNFRSF8	468
TNFRSF17	468
B3GALT6	469
GXYLT1	469
B4GALT7	469
XYLT2	469
XYLT1	469
WNK4	470
WNK1	470
SCNN1G	470
TSC22D3	470
SCNN1B	470
SCNN1A	470
WNK2	470
SCNN1D	470
SPP2	471
APOH	471
AMBP	471
LPA	471
ORM1	471
VTN	471
FGA	471
HPX	471
FGL2	471
FGL1	471
AFM	471
FGB	471
PLG	471
MST1L	471
PON1	471
GC	471
F13B	471
CPB2	471
APOM	471
PROZ	471
FETUB	471
SERPINC1	471
PZP	471
FGG	471
SSX3	472
SSX2IP	472
SSX2	472
SPATA31A7	473
GRK5	473
KNG1	473
SAA1	473
CD200R1	473
MEP1A	473
GHRL	473
EDN1	473
GPRASP1	473
ANXA1	473
AVPR1B	473
GNG2	473
AGT	473
MAS1	473
CD200	473
SULT4A1	474
SULT1A2	474
SULT1C3	474
SULT1A4	474
SULT6B1	474
SULT1B1	474
SULT1C2	474
SULT1C4	474
SULT1A3	474
PAGE2	475
C15orf57	475
CYLC2	475
KIAA1191	475
GPR52	475
CRYGS	475
POT1	475
FAM131B	475
PAGE5	475
XAGE2	475
C2orf74	475
GPA33	475
PHYHD1	475
DGKE	476
DGKD	476
DGKQ	476
DGKA	476
DGKZ	476
DGKB	476
DGKG	476
DGKI	476
DGKH	476
THOC1	477
XPO4	477
THOC5	477
THOC6	477
SARNP	477
CHTOP	477
THOC3	477
THOC7	477
THOC2	477
RHBDF1	478
RHBDL1	478
RHBDL2	478
RHBDF2	478
PARL	478
FIBCD1	479
NOTCH1	479
ANGPTL7	479
ANGPTL6	479
ANGPTL2	479
SLC35D3	479
ANGPTL5	479
MARVELD2	479
SLC35D1	479
SBNO1	479
POFUT1	479
OCEL1	479
TFAP2D	479
TFAP2E	479
ANGPTL1	479
SBNO2	479
PTCRA	479
POGLUT1	479
ITPK1	480
FAM109A	480
MTMR3	480
PLCD1	480
PLCD3	480
INPP4A	480
PLCG2	480
SH2D1B	480
INPP5E	480
SYNJ2	480
PLCE1	480
SYNJ1	480
PLCZ1	480
INPP5K	480
INPP4B	480
MTMR14	480
FAM109B	480
PLCD4	480
INPP5F	480
INPP5D	480
MTMR4	480
INPP5B	480
INPPL1	480
INPP5J	480
FIG4	480
OCRL	480
HMG20B	481
TFAM	481
HMGB2	481
HMG20A	481
TOX3	481
HMGB4	481
HMGB3	481
TOX2	481
TOX4	481
TOX	481
OSBPL6	482
OSBP2	482
OSBP	482
OSBPL3	482
OSBPL7	482
OSBPL2	482
MKKS	483
CCT2	483
TCP1	483
CCT3	483
CCT4	483
CCT8	483
CCT7	483
CCT6B	483
CCT5	483
BBS10	483
CCT6A	483
CCT8L2	483
BTBD9	484
BTBD19	484
GIPC3	484
GIPC2	484
FLVCR2	484
SHPK	485
GK2	485
SLC37A1	485
GK	485
GK5	485
KCNMB3	486
KCNMB4	486
KCNMB1	486
KCNMA1	486
KCNMB2	486
OIP5	487
RSF1	487
MIS18BP1	487
MIS18A	487
HJURP	487
AMY2A	488
AMY1B	488
AMY1C	488
SLC3A1	488
AMY1A	488
AMY2B	488
FAM96B	489
YAE1D1	489
RTEL1	489
ELP6	489
NARFL	489
NUBP2	489
CIAO1	489
NUBP1	489
CIAPIN1	489
ABCB7	489
NARF	489
ELP5	489
ORAOV1	489
FAM96A	489
MMS19	489
GAS8	489
SLFN11	489
CCDC7	489
BRIP1	489
RB1CC1	490
C6orf170	490
C9orf72	490
WDR41	490
SMCR8	490
PADI1	491
PADI2	491
ALOX5	491
PADI4	491
ALOXE3	491
PADI3	491
PRDM7	492
POM121L4P	492
CRYGA	492
TRAF1	492
TMC8	492
PERP	493
EPB41L4B	493
KCNT1	493
TP53AIP1	493
TP53INP1	493
CCDC106	493
TP53	493
C2orf40	493
C10orf90	493
C12orf49	493
UGT2B28	494
UGT3A2	494
UGT3A1	494
UGT2B15	494
UGT2A3	494
UGT2B10	494
MAML1	495
FCER2	495
HEYL	495
HEY2	495
MAML2	495
HES7	495
HES5	495
MAML3	495
HEY1	495
RBPJ	495
FMO3	496
FMO4	496
FMO2	496
FOXRED2	496
FMO6P	496
FMO5	496
FMO1	496
PRHOXNB	496
PIGF	497
PIGU	497
GPR133	497
PIGO	497
PIGT	497
PIGK	497
PIGS	497
GPAA1	497
PGAP1	497
STS	498
SUMF2	498
ARSB	498
HYAL4	498
GNS	498
SPAM1	498
HGSNAT	498
ARSA	498
SUMF1	498
SGSH	498
CCNG2	499
CCNO	499
CCNB3	499
NEK5	499
CCNF	499
CCNB1	499
C9orf96	499
CCNI2	499
CCNB2	499
CCNA2	499
CCNI	499
PROCA1	499
CCNA1	499
CCNG1	499
CNTD2	499
NEK4	499
GKN1	500
CDC16	500
ANAPC5	500
ANAPC1	500
ANAPC11	500
CDC23	500
ANAPC7	500
ANAPC4	500
ANAPC2	500
CDC27	500
UBE2C	500
ANAPC10	500
PTTG2	500
CDC26	500
MLX	501
NIF3L1	501
ACP2	501
FAM49B	501
MLXIP	501
C15orf38	501
MLXIPL	501
PALM2	501
ADPGK	502
DUOXA2	502
EMX2	502
CCDC64	502
EMX1	502
TMPRSS6	502
DUOXA1	502
ABCA3	502
LZTS2	502
SLC38A7	502
PCDH10	502
NAV3	502
KBTBD3	502
WDR70	502
EIF4ENIF1	502
NAV2	502
GFER	502
NOTO	502
MFSD6	502
SASH1	502
MFSD6L	502
RPL10A	503
RPL23	503
RPS16	503
RPL26	503
RPL11	503
RPL7A	503
RPL27A	503
RPL8	503
RPSA	503
RPL4	503
RPS11	503
RPS6	503
RPS8	503
CCDC68	503
RPS3	503
RPS15	503
RPS2	503
RPS5	503
RPL5	503
RPLP0	503
RPS13	503
RPL6	503
RPL9	503
RPL23A	503
RPS14	503
RPL7	503
RPS20	503
RPL17	503
RPS23	503
RPS4X	503
RPL15	503
RPL24	503
RPS3A	503
RPL3	503
RPL12	503
RPS15A	503
RPL3L	503
RPL13	503
RPL13A	503
RPL18	503
TEX261	504
ALPL	504
ALPPL2	504
ALPI	504
ALPP	504
CEBPZ	505
DDX47	505
RPF1	505
PWP1	505
SDAD1	505
UTP15	505
TRMT61B	505
UTP18	505
NOL6	505
TRMT6	505
WDR46	505
RCL1	505
RPF2	505
MTG1	505
UTP6	505
DDX31	505
PSG2	505
FTSJ2	505
DDX56	505
WDR3	505
RRP1	505
TTC27	505
TRMT1L	505
RRP7A	505
RTCA	505
WDR36	505
PPAN-P2RY11	505
RSL1D1	505
NOC3L	505
KIAA0020	505
RIOK1	505
HEATR1	505
RRP9	505
SRRD	505
DDX54	505
DDX28	505
FTSJ1	505
FTSJ3	505
GNL1	505
NOC2L	505
DDX55	505
BMS1	505
TBL3	505
GNL2	505
NOP14	505
RRP12	505
RRP1B	505
DDX24	505
DOHH	505
DCAF13	505
LSG1	505
AATF	505
IMP4	505
KRTAP16-1	505
BOP1	505
UTP14A	505
DHX37	505
UTP20	505
PAK1IP1	505
TRMT61A	505
ST8SIA1	506
B3GNT1	506
LARGE	506
FUT7	506
GYLTL1B	506
B4GALT1	506
ST3GAL6	506
DLG3	507
CASK	507
MPP2	507
GUK1	507
PPCDC	507
RPE	507
CARD10	507
ANO9	507
DLG2	507
MPP3	507
CARD14	507
MPP1	507
MTFMT	507
DLG1	507
LRGUK	507
MPP5	507
MPP6	507
PDF	507
MPP7	507
PPCS	507
DLG4	507
MPP4	507
C5orf20	508
C8orf48	508
C4orf26	508
B3GNT9	508
MDFI	508
ANPEP	509
ENPEP	509
LTA4H	509
ERAP1	509
ERAP2	509
C9orf3	509
RNPEP	509
RNPEPL1	509
TRHDE	509
SUSD1	510
ANO5	510
CMTM8	510
SERAC1	510
MGARP	510
CEND1	510
EGFR	510
ISY1	511
RBM22	511
HELQ	511
MFAP1	511
CCDC130	511
TFIP11	511
PRPF39	511
CRNKL1	511
CWC25	511
SYF2	511
ISY1-RAB43	511
XAB2	511
ZMAT2	511
ZCCHC17	511
SF3B4	511
HTATSF1	511
BUD31	511
CCDC94	511
PLRG1	511
RAI2	512
C20orf112	512
LCORL	512
CTBP1	512
CEP68	512
CTBP2	512
TSHZ3	512
DMRTB1	512
NOL4	512
ZNF750	512
LCOR	512
SLC27A4	513
SLC27A6	513
NIPAL4	513
SLC27A5	513
SLC27A2	513
SLC27A1	513
SLC27A3	513
TUT1	514
MTPAP	514
PAPD7	514
ZCCHC6	514
MIR3654	514
PAPD4	514
ZCCHC11	514
PAPD5	514
PRB4	515
SORCS1	515
LECT1	515
ADAMTS17	515
FURIN	515
LLGL2	516
ASIP	516
F11R	516
PARD6A	516
LLGL1	516
PARD6B	516
CRB3	516
PRKCZ	516
PARD6G	516
PNMAL1	516
PARD3	516
PRKCI	516
PNMA3	516
TCP10	516
STAR	517
STARD5	517
CCHCR1	517
PLLP	518
FAM3A	518
MS4A12	518
PTGDS	519
PTGES	519
FAM213B	519
HPGDS	519
C1orf189	519
PTGES2	519
SSBP3	520
LHX4	520
IL36RN	520
LDB1	520
SSBP4	520
LDB2	520
SSBP2	520
IYD	521
ABRACL	521
CCDC113	521
C15orf26	521
ZNF385C	521
LRRC34	521
IQCD	521
PIH1D3	521
FOPNL	521
FAM166B	521
C2orf62	521
SPATA17	521
TBC1D19	521
TEKT4	521
TEKT2	521
PACRGL	521
LCA5	521
ODF3	521
RIBC1	521
CCDC96	521
STK36	522
ULK4	522
EBF2	522
PTCH1	522
EBF4	522
EBF3	522
PTCH2	522
SIGLEC14	523
SIGLEC15	523
SIGLEC11	523
MDGA2	523
SIGLEC8	523
SIGLEC9	523
C4orf33	524
CDRT4	524
KRTAP19-5	524
PRADC1	524
MPPED2	524
SMUG1	524
VAC14	524
FNDC3B	524
C11orf54	524
CAGE1	524
KRTAP19-7	524
C2orf65	524
KIAA1609	524
LOXL4	524
TRIP13	524
PIAS4	525
ZMIZ2	525
SUMO4	525
RNF170	525
SLC39A3	525
ZMIZ1	525
SENP7	525
SENP2	525
SUMO3	525
SLC39A1	525
PIAS3	525
TTF2	525
PIAS1	525
SLC39A2	525
SENP3	525
PIAS2	525
TOP1MT	525
SENP6	525
SENP1	525
SENP5	525
NFATC2IP	525
RNF10	525
CXADR	526
LNX2	526
SHISA2	526
SDK1	526
PKDREJ	526
STAC2	526
AIDA	526
POMGNT1	526
SPHKAP	526
BPIFA1	526
MME	527
GAST	527
ECE1	527
MMEL1	527
KEL	527
KIAA1217	528
RTL1	528
KRBA2	528
GIN1	528
DHX34	529
DHX40	529
DHX16	529
DHX33	529
DHX32	529
TDRD9	529
YTHDC2	529
DQX1	529
DHX15	529
DHX35	529
DHX57	529
DHX30	529
DHX29	529
DHX36	529
FIGNL1	530
SPATA5L1	530
FIGN	530
SPAST	530
ATAD1	530
IQCA1	530
PEX1	530
SPATA5	530
GRWD1	531
TSR1	531
PRMT8	531
DKC1	531
DDX50	531
WDR12	531
LARP7	531
ZCCHC9	531
LARP1	531
NAT10	531
NAF1	531
PPAN	531
BYSL	531
ZCCHC13	531
NOA1	531
SSB	531
ZCCHC14	531
KRR1	531
PRMT6	531
TDRD12	531
PRMT2	531
DDX17	531
NOLC1	531
PRPF31	531
PDCD11	531
PNO1	531
PA2G4	531
PWP2	531
DDX60L	531
DDX59	531
DDX10	531
PRMT3	531
DIMT1	531
SKIV2L2	531
RBM34	531
FBL	531
DDX18	531
NIP7	531
BRIX1	531
SKIV2L	531
TFB2M	531
LARP1B	531
TFB1M	531
GTPBP4	531
DDX5	531
TRUB1	531
DDX27	531
NMD3	531
PES1	531
DDX21	531
NOP56	531
GPR149	531
MYBBP1A	531
KCTD19	531
RRS1	531
GAR1	531
EBNA1BP2	531
MKI67IP	531
NOP58	531
AGAP10	531
ST3GAL5	532
GLB1	532
A4GALT	532
B4GALNT1	532
B3GALNT1	532
B4GALT6	532
NIPAL3	533
EDA2R	533
CYB561	533
EDAR	533
EMP3	533
EDA	533
DRD2	534
CCL5	534
S1PR3	534
C3	534
RGS20	534
CCL7	534
